pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_rad,st_mass,sy_dist
Kepler-1618 b,Transit,2016,6.10826019,0.0706,0.00669,6620,1.65,1.41,1229.25
Kepler-1619 b,Transit,2016,23.6225913,0.1611,0.00114,5852,1,1,734.85
Kepler-162 b,Transit,2014,6.919798,0.069,0.00669,5816,0.96,0.95,855.641
Kepler-162 c,Transit,2014,19.446355,0.137,0.0297,5816,0.96,0.95,855.641
Kepler-1620 b,Transit,2016,101.951829,0.4322,0.0101,6157,1.23,1.15,895.069
Kepler-1621 b,Transit,2016,92.263714,0.4204,0.0167,6158,1.24,1.15,1631.66
Kepler-1622 b,Transit,2016,10.8118737,0.0994,0.00869,6436,1.5,1.31,796.477
Kepler-1623 b,Transit,2016,4.36128348,0.0518,0.00714,5772,1,1,837.481
Kepler-1624 b,Transit,2016,3.29030452,0.0327,0.0867,3636,0.47,0.5,258.979
Kepler-1625 b,Transit,2016,287.378949,0.8748,0.0962,5677,0.94,0.96,2310.11
Kepler-1626 b,Transit,2016,4.13962966,0.0537,0.0149,6826,1.85,1.51,1368.83
Kepler-1627 b,Transit,2016,7.20283653,0.0643,0.0415,5445,0.84,0.87,317.437
Kepler-1628 b,Transit,2016,76.378033,0.2952,0.106,3724,0.52,0.55,352
Kepler-1629 b,Transit,2016,3.87595807,0.0485,0.0012,5776,1.01,1.01,336.09
Kepler-163 b,Transit,2014,7.810937,0.078,0.00364,5776,0.92,0.88,689.814
Kepler-163 c,Transit,2014,21.347262,0.152,0.018,5776,0.92,0.88,689.814
Kepler-1630 b,Transit,2016,509.997402,1.1218,0.0171,4736,0.63,0.66,331.213
Kepler-1631 b,Transit,2016,4.09513932,0.0511,0.00752,5679,0.95,0.97,1305.99
Kepler-1632 b,Transit,2016,448.303558,0.6762,0.021,6137,1.19,1.12,716.76
Kepler-1633 b,Transit,2016,186.404271,0.3875,0.00982,6256,1.32,1.2,1114.91
Kepler-1634 b,Transit,2016,374.876239,1.0525,0.0324,5474,0.89,0.92,617.339
Kepler-1635 b,Transit,2016,469.63111,1.117,0.0405,5347,0.85,0.89,1069.45
Kepler-1636 b,Transit,2016,425.47785,1.1546,0.0331,5797,1.02,1.01,1947.54
Kepler-1637 b,Transit,2016,6.10960324,0.0596,0.00201,5789,1.02,1.02,567.187
Kepler-1638 b,Transit,2016,259.33683,0.745,0.0131,5710,0.95,0.97,1525.52
Kepler-1639 b,Transit,2016,9.878482,0.0932,0.0226,6150,1.18,1.12,1031.31
Kepler-164 b,Transit,2014,5.03503,0.058,0.00809,5888,1.15,1.09,890.758
Kepler-164 c,Transit,2014,10.945723,0.097,0.0249,5888,1.15,1.09,890.758
Kepler-164 d,Transit,2014,28.986769,0.187,0.0207,5888,1.15,1.09,890.758
Kepler-1640 b,Transit,2016,7.5844126,0.0836,0.0652,6324,1.43,1.27,1859.78
Kepler-1641 b,Transit,2016,19.672266,0.1473,0.031,6152,1.19,1.12,860.37
Kepler-1641 c,Transit,2016,32.657212,0.2065,0.0283,6152,1.19,1.12,860.37
Kepler-1642 b,Transit,2016,12.2057513,0.1016,0.0325,5355,0.84,0.88,413.873
Kepler-1642 c,Transit,2016,6.6513802,0.0678,0.0238,5355,0.84,0.88,413.873
Kepler-1643 b,Transit,2016,5.34264507,0.0531,0.0186,5508,0.88,0.92,341.774
Kepler-1644 b,Transit,2016,21.0907758,0.142,0.0132,5499,0.86,0.89,629.27
Kepler-1645 b,Transit,2016,16.1779561,0.1285,0.012,5812,1.02,1.02,1202.47
Kepler-1646 b,Transit,2016,4.48558383,0.0295,0.00642,3299,0.26,0.24,127.591
Kepler-1647 b,Transit,2016,1107.5923,2.7205,1.51968,6210,1.79,1.22,1212.45
Kepler-1649 b,Transit,2017,8.689099,0.0514,0.00325,3240,0.23,0.2,92.1913
Kepler-1649 c,Transit,2020,19.53527,0.0649,0.00377,3240,0.23,0.2,92.1913
Kepler-165 b,Transit,2014,8.180848,0.072,0.0189,5211,0.77,0.79,560.885
Kepler-165 c,Transit,2014,15.31299,0.11,0.0176,5211,0.77,0.79,560.885
Kepler-1650 b,Transit,2017,1.53818001,0.0167,0.00264,3410,0.33,0.33,134.397
Kepler-1651 b,Transit,2017,9.87863917,0.0692,0.0127,3713,0.5,0.52,66.4074
Kepler-1652 b,Transit,2017,38.09722,0.1654,0.01,3638,0.38,0.4,252
Kepler-1653 b,Transit,2017,140.2524,0.4706,0.0168,4807,0.69,0.72,755
Kepler-1654 b,Transit,2018,1047.8356,2.026,0.5,5597,1.18,1.01,568.117
Kepler-1655 b,Transit,2018,11.8728787,0.103,0.01573,6148,1.03,1.03,213.26
Kepler-1656 b,Transit,2018,31.578659,0.197,0.15291,5731,1.1,1.03,185.875
Kepler-1658 b,Transit,2019,3.84937278,0.0544,5.88,6216,2.89,1.45,788.238
Kepler-166 b,Transit,2014,7.650254,0.072,0.0182,5413,0.74,0.88,603.53
Kepler-166 c,Transit,2014,34.260281,0.195,0.0197,5413,0.74,0.88,603.53
Kepler-166 d,Transit,2016,1.55400393,0.0246,0.0115,5350,0.83,0.88,603.53
Kepler-1661 b,Transit,2020,175.06,0.633,0.05349,5100,0.76,0.84,410.607
Kepler-1663 b,Transit,2020,17.6046,0.1072,0.0344,3844,0.63,0.61,337.926
Kepler-1664 b,Transit,2020,14.3868,0.1137,0.0297,5735.81,1.07,0.94,626.691
Kepler-1665 b,Transit,2020,11.9548,0.1006,0.0266,5049.84,0.78,0.84,335.515
Kepler-1666 b,Transit,2020,25.8476,0.1761,0.0273,6293,1.15,1.23,1379.37
Kepler-1666 c,Transit,2020,40.7157,0.2383,0.0332,6293,1.15,1.23,1379.37
Kepler-1667 b,Transit,2020,83.5781,0.4256,0.0289,5941.54,1.09,1.09,626.819
Kepler-1668 b,Transit,2020,15.434,0.124,0.0548,5542,1.02,0.98,1335.64
Kepler-1669 b,Transit,2020,9.51216,0.0745,0.0256,4303,0.71,0.67,543.444
Kepler-1669 c,Transit,2021,1.60932005,0.0228,0.0134,4224,0.6,0.61,543.444
Kepler-167 b,Transit,2014,4.3931632,0.0483,0.0102,4890,0.73,0.77,341.908
Kepler-167 c,Transit,2014,7.406114,0.0684,0.00949,4890,0.73,0.77,341.908
Kepler-167 d,Transit,2016,21.803855,0.1405,0.00577,4890,0.73,0.77,341.908
Kepler-167 e,Transit,2016,1071.23228,1.89,0.231,4890,0.73,0.77,341.908
Kepler-1670 b,Transit,2020,20.4998,0.1528,0.0353,5838,1.52,1.05,2065.98
Kepler-1671 b,Transit,2020,4.16787,0.0491,0.00729,5135.55,0.93,0.87,357.059
Kepler-1672 b,Transit,2020,150.878,0.5726,0.0287,6131.95,1.09,1.16,391.181
Kepler-1673 b,Transit,2020,33.7888,0.2127,0.0281,6014.95,1.13,1.11,727.187
Kepler-1674 b,Transit,2020,62.5611,0.3017,0.0326,5473.91,0.88,0.96,1012.48
Kepler-1675 b,Transit,2020,63.0382,0.3076,0.0313,5853.19,1.13,1.06,651.117
Kepler-1676 b,Transit,2020,29.9221,0.1954,0.0357,5878.3,1.06,1.07,
Kepler-1677 b,Transit,2020,22.064,0.1624,0.0244,6013.72,1.25,1.11,735.369
Kepler-1678 b,Transit,2020,147.974,0.5302,0.0344,5754,0.83,1.03,847.339
Kepler-1679 b,Transit,2020,9.75376,0.0892,0.0155,5501,0.87,0.96,909.28
Kepler-168 b,Transit,2014,4.425391,0.056,0.00859,6282,1.11,1.11,1343.6
Kepler-168 c,Transit,2014,13.193242,0.116,0.0242,6282,1.11,1.11,1343.6
Kepler-1680 b,Transit,2020,8.77424,0.0784,0.00761,5021,0.72,0.83,310.315
Kepler-1681 b,Transit,2020,69.8956,0.32,0.0222,5756.4,0.76,0.89,758.3
Kepler-1682 b,Transit,2020,14.8334,0.1134,0.0274,5619.12,0.84,0.99,1159.85
Kepler-1683 b,Transit,2020,15.0337,0.1182,0.0131,5429,0.9,0.95,733.143
Kepler-1684 b,Transit,2020,47.7055,0.2253,0.0271,4706.54,0.67,0.75,621.996
Kepler-1685 b,Transit,2020,20.4905,0.1485,0.0225,5484,0.84,0.96,1141.89
Kepler-1686 b,Transit,2020,9.30987,0.0866,0.00825,5714.96,1.2,1.02,729.823
Kepler-1687 b,Transit,2020,5.77954,0.0532,0.0106,4132,0.73,0.65,417.014
Kepler-1688 b,Transit,2020,5.62012,0.0577,0.0067,4632.11,0.75,0.81,567.4468709
Kepler-1689 b,Transit,2020,8.483,0.0798,0.00251,5731.43,1,1.02,294.122
Kepler-169 b,Transit,2014,3.250619,0.04,0.00474,4997,0.76,0.84,406.529
Kepler-169 c,Transit,2014,6.195469,0.062,0.00606,4997,0.76,0.84,406.529
Kepler-169 d,Transit,2014,8.348125,0.075,0.0066,4997,0.76,0.84,406.529
Kepler-169 e,Transit,2014,13.767102,0.105,0.0172,4997,0.76,0.84,406.529
Kepler-169 f,Transit,2014,87.090195,0.359,0.0226,4997,0.76,0.84,406.529
Kepler-1690 b,Transit,2020,234.636,0.7097,0.0261,5404,0.86,0.94,703.789
Kepler-1691 b,Transit,2020,3.8482,0.0495,0.0127,6000,1.13,1.11,1267.67
Kepler-1692 b,Transit,2020,5.95966,0.0646,0.00447,5146,0.87,0.87,591.019
Kepler-1693 b,Transit,2020,12.0999,0.1011,0.00695,5432.34,0.88,0.95,760.065
Kepler-1693 c,Transit,2021,5.36370993,0.0588,0.00281,5553,1.1,0.94,760.065
Kepler-1694 b,Transit,2020,3.89526,0.0449,0.00553,4954,0.76,0.82,513.329
Kepler-1695 b,Transit,2020,4.7329,0.0529,0.00458,5473.19,0.99,0.96,791.175
Kepler-1696 b,Transit,2020,65.9409,0.3244,0.0261,5712,1.2,1.02,1506.36
Kepler-1697 b,Transit,2020,33.4969,0.2008,0.00668,4681.53,0.77,0.75,247.771
Kepler-1698 b,Transit,2020,1.2107,0.0203,0.00394,4975.03,0.74,0.82,222.345
Kepler-1699 b,Transit,2020,3.49082,0.0418,0.00968,5575.53,0.72,0.81,818.759
Kepler-17 b,Transit,2011,1.4857108,0.02591,2.45,5781,1.01,1.04,720.753
Kepler-170 b,Transit,2014,7.930592,0.08,0.26,5679,1.03,1.09,738.657
Kepler-170 c,Transit,2014,16.665863,0.131,0.0269,5679,1.03,1.09,738.657
Kepler-1700 b,Transit,2020,234.239,0.7576,0.0276,6031,1.09,1.12,717.597
Kepler-1701 b,Transit,2020,169.134,0.5608,0.0175,5146,0.84,0.87,584.142
Kepler-1702 b,Transit,2020,18.5012,0.1275,0.0101,5093,0.73,0.85,857.14
Kepler-1704 b,Transit,2013,988.88113,2.026,4.15,5745,1.7,1.13,835.455
Kepler-1705 b,Transit,2014,9.03502,0.08,0.01406,6312,1.26,1.14,1633.49
Kepler-1705 c,Transit,2021,11.28,,0.01705,6312,1.26,1.14,1633.49
Kepler-1708 b,Transit,2021,737.1131,1.64,4.6,6157,1.12,1.09,1666.69
Kepler-1709 b,Transit,2021,65.70459747,0.3192,0.0312,5918,1.04,1,273.946
Kepler-171 b,Transit,2014,4.166972,0.05,0.0191,5642,0.84,0.91,863.855
Kepler-171 c,Transit,2014,11.463462,0.098,0.0223,5642,0.84,0.91,863.855
Kepler-171 d,Transit,2014,39.595519,0.223,0.0133,5642,0.84,0.91,863.855
Kepler-1710 b,Transit,2021,14.91110039,0.1159,0.0325,5650,0.9,0.93,305.193
Kepler-1711 b,Transit,2021,21.06080055,0.1463,0.0137,5706,1.03,0.94,590.268
Kepler-1712 b,Transit,2021,13.81499958,0.0903,0.0184,3732,0.51,0.52,156.264
Kepler-1713 b,Transit,2021,18.01160049,0.1469,0.0113,6477,1.46,1.3,295.293
Kepler-1714 b,Transit,2021,10.27530003,0.1047,0.0337,6150,2.09,1.45,409.46
Kepler-1715 b,Transit,2021,35.59730148,0.2178,0.0504,6212,1.21,1.08,522.605
Kepler-1716 b,Transit,2021,35.58100128,0.1916,0.0203,4894,0.68,0.75,195.439
Kepler-1717 b,Transit,2021,30.65279961,0.2014,0.029,6200,1.64,1.16,1008.79
Kepler-1718 b,Transit,2021,135.1880035,0.4878,0.0224,5731,0.91,0.85,375.522
Kepler-1719 b,Transit,2021,6.14955997,0.0674,0.0465,5687,1.77,1.08,905.406
Kepler-172 b,Transit,2014,2.940309,0.04,0.0193,5526,1.08,1,828.592
Kepler-172 c,Transit,2014,6.388996,0.068,0.0269,5526,1.08,1,828.592
Kepler-172 d,Transit,2014,14.627119,0.118,0.0179,5526,1.08,1,828.592
Kepler-172 e,Transit,2014,35.118736,0.211,0.0253,5526,1.08,1,828.592
Kepler-1720 b,Transit,2021,12.70639992,0.1043,0.0328,5573,0.84,0.94,629.445
Kepler-1721 b,Transit,2021,4.59238005,0.0519,0.0312,5351,0.8,0.89,641.374
Kepler-1722 b,Transit,2021,9.17856979,0.0819,0.027,5506,0.79,0.88,772.283
Kepler-1723 b,Transit,2021,39.75289917,0.2249,0.0272,6072,1.01,0.96,811.278
Kepler-1724 b,Transit,2021,6.45442009,0.0683,0.0265,6092,0.94,1.02,1060.77
Kepler-1725 b,Transit,2021,16.71990013,0.1302,0.0261,6020,1.08,1.05,558.652
Kepler-1726 b,Transit,2021,18.39629936,0.1306,0.0215,5316,0.8,0.88,390.552
Kepler-1727 b,Transit,2021,9.02929974,0.0796,0.0321,5349,0.82,0.82,894.187
Kepler-1728 b,Transit,2021,4.78299999,0.0535,0.0284,5170,0.81,0.89,651.783
Kepler-1729 b,Transit,2021,4.22097015,0.0418,0.0454,3837,0.52,0.54,576.181
Kepler-173 b,Transit,2014,4.263742,0.048,0.00696,6031,0.95,0.79,833.165
Kepler-173 c,Transit,2014,8.005777,0.074,0.0204,6031,0.95,0.79,833.165
Kepler-1730 b,Transit,2021,13.81019974,0.1131,0.0577,5942,1.14,1.01,1427.08
Kepler-1731 b,Transit,2021,21.76129913,0.1401,0.0281,4859,0.72,0.78,169.948
Kepler-1732 b,Transit,2021,32.31240082,0.2015,0.0496,5821,1.49,1.04,1289.41
Kepler-1733 b,Transit,2021,9.22957993,0.0933,0.0404,6320,1.25,1.27,2080.51
Kepler-1734 b,Transit,2021,6.7968502,0.0714,0.0306,6061,0.97,1.05,1482.83
Kepler-1735 b,Transit,2021,7.71792984,0.0621,0.00578,3975,0.51,0.54,245.303
Kepler-1736 b,Transit,2021,37.81029892,0.2188,0.0451,6085,0.97,0.98,1430
Kepler-1737 b,Transit,2021,64.61750031,0.297,0.079,5043,0.88,0.83,
Kepler-1738 b,Transit,2021,7.67463016,0.0781,0.0263,6063,1,1.08,1302.87
Kepler-1739 b,Transit,2021,7.34370995,0.0697,0.0204,5757,0.76,0.86,783.666
Kepler-174 b,Transit,2014,13.98179,0.1,0.0142,4880,0.62,0.6,384.757
Kepler-174 c,Transit,2014,44.000529,0.214,0.00889,4880,0.62,0.6,384.757
Kepler-174 d,Transit,2014,247.35373,0.677,0.0171,4880,0.62,0.6,384.757
Kepler-1740 b,Transit,2021,8.17240047,0.0779,0.0347,5705,0.91,0.94,1061.77
Kepler-1741 b,Transit,2021,2.75759006,0.0296,0.00681,3683,0.42,0.45,270.739
Kepler-1742 b,Transit,2021,49.47819901,0.2587,0.0169,5776,0.85,0.94,669.573
Kepler-1743 b,Transit,2021,7.64971018,0.0822,0.01,5855,1.61,1.27,538.807
Kepler-1744 b,Transit,2021,37.10110092,0.2093,0.0429,5986,0.85,0.89,1091.63
Kepler-1745 b,Transit,2021,3.01619005,0.0408,0.0138,5611,1.4,0.99,996.105
Kepler-1746 b,Transit,2021,321.2120056,0.9453,0.186,6018,1.29,1.09,979.541
Kepler-1747 b,Transit,2021,6.23031998,0.066,0.053,5477,0.86,0.98,1321.38
Kepler-1748 b,Transit,2021,5.82352018,0.0615,0.0246,5774,0.86,0.92,1083.28
Kepler-1749 b,Transit,2021,14.53409958,0.0956,0.0102,3957,0.55,0.55,268.2
Kepler-175 b,Transit,2014,11.903515,0.105,0.0223,6064,1.01,1.12,1312.34
Kepler-175 c,Transit,2014,34.035257,0.213,0.0308,6064,1.01,1.12,1312.34
Kepler-1750 b,Transit,2021,205.9120026,0.6785,0.0947,5644,0.97,0.98,1497.33
Kepler-1751 b,Transit,2021,7.01731014,0.0712,0.0125,6052,0.97,0.97,1291.47
Kepler-1752 b,Transit,2021,56.35850143,0.2698,0.059,5446,0.82,0.82,962.888
Kepler-1753 b,Transit,2021,16.00460052,0.1179,0.0176,5180,0.77,0.86,707.688
Kepler-1754 b,Transit,2021,8.19594955,0.0718,0.0205,4723,0.75,0.73,718.945
Kepler-1755 b,Transit,2021,24.81209946,0.1668,0.0924,6086,0.92,1,982.383
Kepler-1756 b,Transit,2021,2.35575008,0.0319,0.00871,4915,0.81,0.78,
Kepler-1757 b,Transit,2021,19.65640068,0.1335,0.0283,5288,0.74,0.83,807.308
Kepler-1758 b,Transit,2021,9.97721004,0.0919,0.0224,5557,1.62,1.03,1588.41
Kepler-1759 b,Transit,2021,3.7202301,0.0429,0.00213,5017,0.8,0.76,385.348
Kepler-176 b,Transit,2014,5.433074,0.058,0.00829,5232,0.89,0.79,527.321
Kepler-176 c,Transit,2014,12.759712,0.102,0.072,5232,0.89,0.79,527.321
Kepler-176 d,Transit,2014,25.751974,0.163,0.048,5232,0.89,0.79,527.321
Kepler-176 e,Transit,2016,51.16579,0.2494,0.00849,5295,0.83,0.87,527.321
Kepler-1760 b,Transit,2021,38.3260994,0.2084,0.0184,5229,0.9,0.82,
Kepler-1761 b,Transit,2021,4.04354,0.0413,0.00791,3871,0.53,0.57,221.186
Kepler-1762 b,Transit,2021,29.53910065,0.204,0.0253,6572,1.24,1.3,1663.74
Kepler-1763 b,Transit,2021,1.48028004,0.0257,0.00499,5897,1.26,1.03,756.486
Kepler-1764 b,Transit,2021,70.46829987,0.3512,0.0593,6461,1.13,1.16,1542.48
Kepler-1765 b,Transit,2021,10.41889954,0.0917,0.0213,5692,1.06,0.95,764.456
Kepler-1766 b,Transit,2021,105.0149994,0.4229,0.0183,5868,1.04,0.92,501.229
Kepler-1767 b,Transit,2021,59.65829849,0.2873,0.0294,5243,0.83,0.89,820.506
Kepler-1768 b,Transit,2021,15.13589954,0.1286,0.0177,6050,1.57,1.24,632.766
Kepler-1769 b,Transit,2021,89.1934967,0.3987,0.0573,6071,1.29,1.06,438.412
Kepler-177 b,Transit,2013,36.8601,0.2184,0.01837,5732,1.32,0.92,1435.44
Kepler-177 c,Transit,2013,49.40926,0.2655,0.04625,5732,1.32,0.92,1435.44
Kepler-1770 b,Transit,2021,16.84189987,0.1261,0.0266,5602,1.01,0.94,582.942
Kepler-1771 b,Transit,2021,88.64399719,0.3815,0.0487,5661,0.93,0.94,565.752
Kepler-1772 b,Transit,2021,3.21509004,0.0418,0.0242,5541,0.93,0.94,871.564
Kepler-1773 b,Transit,2021,40.80970001,0.2489,0.038,6183,1.3,1.24,681.255
Kepler-1774 b,Transit,2021,59.77080154,0.3096,0.0322,6214,1.12,1.1,816.592
Kepler-1775 b,Transit,2021,85.65399933,0.3986,0.0406,5818,1.65,1.15,657.023
Kepler-1776 b,Transit,2021,35.01190186,0.2124,0.023,5872,1.15,1.04,690.336
Kepler-1777 b,Transit,2021,12.18420029,0.1031,0.0163,5771,1.07,0.98,619.146
Kepler-1778 b,Transit,2021,10.08740044,0.0956,0.0294,6310,1.09,1.14,1276.29
Kepler-1779 b,Transit,2021,16.34359932,0.1264,0.0297,5730,1.06,1.01,908.501
Kepler-178 b,Transit,2014,9.576694,0.085,0.0275,5676,1.07,0.94,716.025
Kepler-178 c,Transit,2014,20.552802,0.142,0.0272,5676,1.07,0.94,716.025
Kepler-178 d,Transit,2014,96.678988,0.397,0.0465,5676,1.07,0.94,716.025
Kepler-1780 b,Transit,2021,109.4449997,0.4276,0.0399,5403,0.87,0.87,790.516
Kepler-1781 b,Transit,2021,4.88752985,0.0574,0.0197,5568,0.96,1.05,962.63
Kepler-1782 b,Transit,2021,5.75622988,0.0582,0.0176,4931,0.73,0.79,305.792
Kepler-1783 b,Transit,2021,8.27744007,0.077,0.00723,5129,1.78,0.89,264.078
Kepler-1784 b,Transit,2021,13.59049988,0.1072,0.0259,5442,0.97,0.89,883.045
Kepler-1785 b,Transit,2021,19.58550072,0.1379,0.0245,5618,1,0.91,745.74
Kepler-1786 b,Transit,2021,78.5460968,0.3659,0.0319,5808,1.4,1.06,863.909
Kepler-1787 b,Transit,2021,39.31370163,0.227,0.0188,6060,0.93,1.01,778.602
Kepler-1788 b,Transit,2021,2.80012011,0.0343,0.0197,4786,0.7,0.69,560.445
Kepler-1789 b,Transit,2021,80.23190308,0.3543,0.0264,5436,0.89,0.92,611.461
Kepler-179 b,Transit,2014,2.735926,0.036,0.0105,5302,0.76,0.84,605.68
Kepler-179 c,Transit,2014,6.40013,0.064,0.0147,5302,0.76,0.84,605.68
Kepler-1790 b,Transit,2021,31.58889961,0.197,0.0316,5866,1.37,1.02,1070.17
Kepler-1791 b,Transit,2021,7.72086,0.0761,0.0312,5887,1.18,0.98,602.218
Kepler-1792 b,Transit,2021,4.1957798,0.0488,0.0217,5229,1,0.88,601.029
Kepler-1793 b,Transit,2021,8.77999973,0.0787,0.0434,5191,0.76,0.85,1189.88
Kepler-1794 b,Transit,2021,9.76298046,0.0821,0.0122,5052,0.82,0.77,561.229
Kepler-1795 b,Transit,2021,13.36019993,0.1002,0.0107,4500,0.69,0.77,
Kepler-1796 b,Transit,2021,29.4557991,0.1879,0.0252,6036,0.95,1.02,825.883
Kepler-1797 b,Transit,2021,23.3593998,0.1637,0.0301,6244,1.01,1.07,1338.49
Kepler-1798 b,Transit,2021,16.85589981,0.1082,0.0187,3967,0.59,0.59,395.196
Kepler-1799 b,Transit,2021,11.9296999,0.1028,0.0501,5831,0.92,1.02,2254.69
Kepler-18 b,Transit,2011,3.504725,0.0447,0.022,5345,1.11,0.97,433.047
Kepler-18 c,Transit,2011,7.64159,0.0752,0.054,5345,1.11,0.97,433.047
Kepler-18 d,Transit,2011,14.85888,0.1172,0.052,5345,1.11,0.97,433.047
Kepler-180 b,Transit,2014,13.817124,0.109,0.00899,5731,1.06,0.95,695.65
Kepler-180 c,Transit,2014,41.885775,0.229,0.0293,5731,1.06,0.95,695.65
Kepler-1800 b,Transit,2021,4.56202984,0.0592,0.00302,5343,2.51,1.33,350.455
Kepler-1801 b,Transit,2021,10.44089985,0.0915,0.0245,5738,0.98,0.94,839.332
Kepler-1802 b,Transit,2021,15.45020008,0.0662,0.0108,4245,0.64,0.65,636.694
Kepler-1802 c,Transit,2021,33.13610077,0.1748,0.0189,4245,0.64,0.65,636.694
Kepler-1804 b,Transit,2021,12.28849983,0.1017,0.00999,5109,1.67,0.93,434.456
Kepler-1805 b,Transit,2021,8.84794045,0.0699,0.00945,3867,0.55,0.58,221.639
Kepler-1806 b,Transit,2021,9.03332043,0.0813,0.0193,5311,0.79,0.88,978.066
Kepler-1807 b,Transit,2021,10.86060047,0.0988,0.0245,6455,1.5,1.09,1299.32
Kepler-1808 b,Transit,2021,23.3404007,0.1467,0.0296,5530,0.89,0.77,1022.01
Kepler-1809 b,Transit,2021,3.7572999,0.0435,0.00912,4901,0.72,0.81,409.602
Kepler-181 b,Transit,2014,3.137873,0.04,0.00678,5333,0.75,0.85,609.283
Kepler-181 c,Transit,2014,4.302149,0.049,0.0145,5333,0.75,0.85,609.283
Kepler-1810 b,Transit,2021,101.1330032,0.4137,0.0459,5492,1.02,0.92,1009.87
Kepler-1811 b,Transit,2021,76.42230225,0.3462,0.0445,5561,1.19,0.95,1390.56
Kepler-1812 b,Transit,2021,7.16521978,0.0765,0.0189,6174,1.1,1.16,1409.19
Kepler-1813 b,Transit,2021,2.81816006,0.0364,0.00812,5167,0.79,0.81,
Kepler-1814 b,Transit,2021,2.93535996,0.0371,0.0195,4922,0.82,0.79,726.346
Kepler-1815 b,Transit,2021,12.19139957,0.0984,0.0251,5516,0.97,0.86,1006.63
Kepler-1816 b,Transit,2021,91.50099945,0.3648,0.0143,5051,0.71,0.79,437.823
Kepler-1817 b,Transit,2021,44.29919815,0.2348,0.0182,5316,0.92,0.88,748.569
Kepler-1818 b,Transit,2021,4.64490986,0.055,0.0113,6047,1.13,1.02,1034.59
Kepler-1819 b,Transit,2021,16.48690033,0.1337,0.0456,6090,1.07,1.17,1363.19
Kepler-182 b,Transit,2014,9.825792,0.096,0.0226,6250,1.15,1.16,1549.09
Kepler-182 c,Transit,2014,20.684342,0.157,0.0366,6250,1.15,1.16,1549.09
Kepler-1820 b,Transit,2021,31.03249931,0.1964,0.0312,5841,0.93,1.05,1425.39
Kepler-1821 b,Transit,2021,16.45809937,0.1244,0.0228,5475,0.88,0.95,799.699
Kepler-1822 b,Transit,2021,22.13339996,0.1416,0.0236,5165,0.7,0.78,897.597
Kepler-1823 b,Transit,2021,21.10339928,0.1528,0.0157,6000,1.13,1.07,724.971
Kepler-1824 b,Transit,2021,95.61100006,0.4267,0.0197,6002,1.08,1.14,1040.1
Kepler-1825 b,Transit,2021,1.02586997,0.0187,0.00821,5123,0.85,0.83,430.254
Kepler-1826 b,Transit,2021,1.61536002,0.0213,0.00874,3821,0.49,0.49,336.952
Kepler-1827 b,Transit,2021,3.70061994,0.0455,0.0129,5423,1.4,0.92,686.461
Kepler-1828 b,Transit,2021,10.2737999,0.0924,0.0161,5806,0.9,1,871.81
Kepler-1829 b,Transit,2021,5.18671989,0.0559,0.0211,5230,0.78,0.87,679.921
Kepler-183 b,Transit,2014,5.687945,0.064,0.0154,5888,0.96,0.94,1050.64
Kepler-183 c,Transit,2014,11.637071,0.103,0.112,5888,0.96,0.94,1050.64
Kepler-1830 b,Transit,2021,56.49330139,0.3259,0.0348,6160,2.05,1.44,1056.88
Kepler-1831 b,Transit,2021,5.78387022,0.0655,0.0143,6063,1.01,1.12,1053.49
Kepler-1832 b,Transit,2021,3.13878989,0.037,0.00637,5242,0.72,0.68,486.174
Kepler-1833 b,Transit,2021,6.8921299,0.0771,0.00705,6164,1.45,1.29,591.602
Kepler-1834 b,Transit,2021,4.60301018,0.0496,0.00858,4821,0.79,0.77,500.395
Kepler-1835 b,Transit,2021,11.96409988,0.0997,0.0385,5903,0.96,0.92,1404.38
Kepler-1836 b,Transit,2021,5.25416994,0.0602,0.0222,6123,0.99,1.05,1472.62
Kepler-1837 b,Transit,2021,5.90608978,0.065,0.0155,5966,0.96,1.05,1229.18
Kepler-1838 b,Transit,2021,12.14680004,0.1096,0.0107,5877,1.96,1.19,451.242
Kepler-1839 b,Transit,2021,5.05675983,0.0583,0.014,5926,0.94,1.03,1136.6
Kepler-184 b,Transit,2014,10.687576,0.092,0.0194,5788,0.87,0.97,610.326
Kepler-184 c,Transit,2014,20.303005,0.141,0.028,5788,0.87,0.97,610.326
Kepler-184 d,Transit,2014,29.022358,0.179,0.0213,5788,0.87,0.97,610.326
Kepler-1840 b,Transit,2021,131.1900024,0.4644,0.0256,4898,0.8,0.77,513.107
Kepler-1841 b,Transit,2021,25.88599968,0.1606,0.00888,5190,0.9,0.82,631.7
Kepler-1842 b,Transit,2021,14.02639961,0.116,0.0193,5970,1.13,1.06,923.551
Kepler-1843 b,Transit,2021,25.54339981,0.171,0.0245,5422,1.78,1.02,784.625
Kepler-1844 b,Transit,2021,3.92451,0.0478,0.0298,5776,0.85,0.94,1804.36
Kepler-1845 b,Transit,2021,11.60649967,0.0885,0.0205,4703,0.7,0.69,710.724
Kepler-1846 b,Transit,2021,14.82009983,0.1089,0.0118,4825,0.73,0.79,374.615
Kepler-1847 b,Transit,2021,11.12969971,0.0989,0.0251,6122,0.96,1.04,1693.86
Kepler-1848 b,Transit,2021,5.60402012,0.0563,0.00808,4847,0.74,0.76,309.696
